,hindi,english
0,अंग्रेजी,English language
1,अंग्रेजी साहित्य,English literature
2,अध्ययन,Study
3,अफ़्रीका,Africa
4,अमेरिकी साहित्य,American literature
5,आलोचक,Criticism
6,उपाधि,Upadhi
7,ओडिशा,Odisha
8,कविता,Poetry
9,कविता संग्रह,Poetry
10,कवियित्री,Poet
11,किताब,Book
12,जीवन,Life
13,नई दिल्ली,New Delhi
14,नगर,City
15,पकिस्तान,Pakistan
16,पत्रिका,Magazine
17,पीएचडी,Doctor of Philosophy
18,बुद्ध,Gautama Buddha
19,भारत,India
20,भारतीय कवियों की सूची,List of Indian poets
21,भारतीय लेखकों की सूची,List of Indian writers
22,भाषा,Language
23,यूनाइटेड किंगडम,European Charter for Regional or Minority Languages
24,लेख,Article (publishing)
25,लेखक,Writer
26,लोकसाहित्य,Oral literature
27,विद्यालय,School
28,विषय,Subject
29,शिक्षा,Education
30,संयुक्त राज्य,United States
31,सम्पादक,Editing
32,सांस्कृतिक,Culture
33,साहित्य,Literature
34,स्वर्ण पदक,Gold medal
35,ओड़िया भाषा,Odia language
36,ओडिया,Oriya
37,विज्ञान,Science
