,hindi,english
0,इंटरनेट मूवी डेटाबेस,IMDb
1,इलियाना डी'क्रूज़,Ileana D'Cruz
2,कीर्ति सुरेश,Keerthy Suresh
3,चेन्नई,Chennai
4,तमन्ना भाटिया,Tamannaah
5,नयनतारा,Nayanthara
6,रश्मिका मंदाना,Rashmika Mandanna
7,शालिनी पांडे,Shalini Pandey
8,हर्षिका पूनच्चा,Harshika Poonacha
9,अरशद वारसी,Arshad Warsi
10,इंटरनेट मूवी डेटाबेस,IMDb
11,ईरान,Iran
12,केरल,Kerala
13,ज़ी टीवी,Zee TV
14,भारत,India
15,मामूट्टी,Mammootty
16,सुष्मिता सेन,Sushmita Sen
17,अजित कुमार,Ajith Kumar
18,अय्यर,Iyer
19,आयशा टाकिया,Ayesha Takia
20,चार्मी कौर,Charmy Kaur
21,चेन्नई,Chennai
22,तमन्ना भाटिया,Tamannaah
23,तमिल,Tamils
24,दक्षिण भारत,South India
25,नयनतारा,Nayanthara
26,प्रभु देवा,Prabhu Deva
27,प्रियदर्शन,Priyadarshan
28,प्रियामणि,Priyamani
29,फाल्गुनी पाठक,Falguni Pathak
30,ब्राह्मण,Brahmin
31,रागिनी द्विवेदी,Ragini Dwivedi
32,1979,1979
33,1 जनवरी,January 1
34,2005,2005
35,2007,2007
36,2008,2008
37,अंतर्राष्ट्रीय भारतीय फ़िल्म अकादमी पुरस्कार,International Indian Film Academy Awards
38,इंटरनेट मूवी डेटाबेस,IMDb
39,कमल हसन,Kamal Haasan
40,केरल,Kerala
41,गायक,Singer
42,चेम्बूर,Chembur
43,पंकज उधास,Pankaj Udhas
44,परिणीता,Parineeta (2005 film)
45,प्रदीप सरकार,Pradeep Sarkar
46,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
47,फ़िल्मफ़ेयर महिला प्रथम अभिनय पुरस्कार,Filmfare Award for Best Female Debut
48,बॉलीवुड,Bollywood
49,भारत,India
50,मोहनलाल,Mohanlal
51,राजकुमार हिरानी,Rajkumar Hirani
52,संजय दत्त,Sanjay Dutt
53,समाजशास्त्र,Sociology
54,स्टार स्क्रीन पुरस्कार,Screen Awards
55,हिन्दी,Hindi
