,hindi,english
0,अंग्रेजी,English language
1,अक्षय कुमार,Akshay Kumar
2,अक्षय खन्ना,Akshaye Khanna
3,अब्बास-मस्तान,Abbas–Mustan
4,अभिषेक बच्चन,Abhishek Bachchan
5,इंटरनेट मूवी डेटाबेस,IMDb
6,करन सिंह ग्रोवर,Karan Singh Grover
7,करीना कपूर,Kareena Kapoor Khan
8,जया बच्चन,Jaya Bachchan
9,ज़ीनत अमान,Zeenat Aman
10,जिस्म,Jism (2003 film)
11,जॉन अब्राहम,John Abraham
12,डेविड धवन,David Dhawan
13,तमिल,Tamils
14,तेलुगू,Telugu language
15,धूम 2,Dhoom 2
16,नारीवाद,Feminism
17,परवीन बॉबी,Parveen Babi
18,पूजा भट्ट,Pooja Bhatt
19,प्रकाश झा,Prakash Jha
20,प्रियंका चोपड़ा,Priyanka Chopra
21,फिल्मफेयर,Filmfare Awards
22,बंगाली,Bengali language
23,बॉबी देओल,Bobby Deol
24,बॉलीवुड हंगामा,Bollywood Hungama
25,महेश बाबू,Mahesh Babu
26,मेरे यार की शादी है,Mere Yaar Ki Shaadi Hai
27,रिफ्यूजी,Refugee (2000 film)
28,लीसा रे,Lisa Ray
29,विक्रम भट्ट,Vikram Bhatt
30,विनोद खन्ना,Vinod Khanna
31,सुनील शेट्टी,Suniel Shetty
32,सोनू निगम,Sonu Nigam
33,हिन्दी,Hindi
34,अहमदाबाद,Ahmedabad
35,आईआईटी,Indian Institutes of Technology
36,आमिर खान,Aamir Khan
37,इंजीनियरिंग,Engineering
38,इंटरनेट मूवी डेटाबेस,IMDb
39,उपन्यास,Novel
40,कैटरिना कैफ,Katrina Kaif
41,गुड़गांव,Gurgaon district
42,गुल पनाग,Gul Panag
43,नई दिल्ली,New Delhi
44,फाइव प्वाइंट समवन,Five Point Someone
45,भारत,India
46,भारतीय प्रबंधन संस्थान,Indian Institutes of Management
47,मुंबई,Mumbai
48,राजकुमार हिरानी,Rajkumar Hirani
49,रिवाल्यूशन 2020,Revolution 2020
50,लेखक,Writer
51,शर्मन जोशी,Sharman Joshi
52,शिक्षा,Education
53,सलमान खान,Salman Khan
54,हांगकांग,Hong Kong
55,हाफ गर्लफ्रेंड,Half Girlfriend
56,हिन्दी फिल्म,Bollywood
57,अभिनेता,Actor
58,हिन्दी,Hindi
59,अक्षय कुमार,Akshay Kumar
60,अभिनेता,Actor
61,अमिताभ बच्चन,Amitabh Bachchan
62,ऋतिक रोशन,Hrithik Roshan
63,फूल और काँटे,Phool Aur Kaante
64,भारत,India
65,महेश भट्ट,Mahesh Bhatt
66,राष्ट्रीय फ़िल्म पुरस्कार,National Film Awards
67,हलचल,Hulchul
68,१९६९,1969
69,२ अप्रैल,April 2
