,hindi,english
0,असम,Assam
1,इन्दिरा गांधी,Indira Gandhi
2,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
3,असम,Assam
4,कोलकाता,Kolkata
5,गुवाहाटी,Guwahati
6,चीन,China (region)
7,तरुण राम फुकन,Tarun Ram Phukan
8,पूर्वी पाकिस्तान,East Pakistan
9,भारत,India
10,लोकप्रिय गोपीनाथ बारदोलोई अन्तरराष्ट्रीय विमानक्षेत्र,Lokpriya Gopinath Bordoloi International Airport
11,वल्लभ भाई पटेल,Vallabhbhai Patel
12,१८९०,1890
13,अबुल कलाम आज़ाद,Abul Kalam Azad
14,चाँदी,Silver
15,पद्म भूषण,Padma Bhushan
16,पद्म विभूषण,Padma Vibhushan
17,पीपल,Ficus religiosa
18,भारत,India
19,भारत रत्न,Bharat Ratna
20,भारत सरकार,Government of India
21,मौलाना अबुल कलाम आज़ाद,Abul Kalam Azad
22,राष्ट्रपति,President (government title)
23,सचिन तेंदुलकर,Sachin Tendulkar
24,सुभाष चन्द्र बोस,Subhas Chandra Bose
25,सूर्य,Sun
26,हिन्दी,Hindi
27,१९९२,1992
28,आन्ध्र प्रदेश,Andhra Pradesh
29,पूर्वोत्तर भारत,Northeast India
30,भारतीय प्रशासनिक सेवा,Indian Administrative Service
