,hindi,english
0,अभिनेता,Actor
1,पंजाबी,Punjabi
2,भारत,India
3,भारतीय,Indian
4,मोहब्बतें,Mohabbatein
5,हिन्दी,Hindi
6,अभिनेता,Actor
7,अमिताभ बच्चन,Amitabh Bachchan
8,उत्तर भारत,North India
9,ऋतिक रोशन,Hrithik Roshan
10,ऐश्वर्या राय,Aishwarya Rai
11,ऐश्वर्या राय बच्चन,Aishwarya Rai
12,करिश्मा कपूर,Karisma Kapoor
13,करीना कपूर,Kareena Kapoor Khan
14,कुछ ना कहो,Kuch Naa Kaho
15,जमनाबाई नरसी स्कूल,Jamnabai Narsee School
16,जया बच्चन,Jaya Bachchan
17,तेजी बच्चन,Teji Bachchan
18,दक्षिण भारत,South India
19,देश,Country
20,धूम,Dhoom
21,धूम 2,Dhoom 2
22,नई दिल्ली,New Delhi
23,"नेत्रू, इंद्रु, नाले",Netru Indru Naalai (musical)
24,बंटी और बबली,Bunty Aur Babli
25,बोस्टन विश्वविद्यालय,Boston University
26,भारत,India
27,मुम्बई,Mumbai
28,रिफ्यूजी,Refugee (2000 film)
29,वसंत विहार,"Vasant Vihar, Delhi"
30,संयुक्त राज्य अमेरिका,United States
31,सरकार,Government
32,हरिवंश राय बच्चन,Harivansh Rai Bachchan
33,१४ जनवरी,January 14
34,१९७४,1974
35,१९७६,1976
36,२० अप्रैल,April 20
37,२००७,2007
38,२००८,2008
39,५ फ़रवरी,February 5
40,अनुराग कश्यप,Anurag Kashyap
41,आमिर खान,Aamir Khan
42,इंटरनेट मूवी डेटाबेस,IMDb
43,कहानी,Narrative
44,गैंग्स ऑफ वासेपुर,Gangs of Wasseypur
45,देव-डी,Dev.D
46,पीपली लाइव,Peepli Live
47,बॉलीवुड,Bollywood
48,भारत,India
49,मांझी: द माउंटेन मैन,Manjhi – The Mountain Man
50,मिस लवली,Miss Lovely
51,मुंबई,Mumbai
52,राजकुमार हिरानी,Rajkumar Hirani
53,राम गोपाल वर्मा,Ram Gopal Varma
54,संयुक्त राष्ट्र,United Nations
55,सेक्रेड गेम्स,Sacred Games (TV series)
