,hindi,english
0,अंतर्राष्ट्रीय भारतीय फ़िल्म अकादमी पुरस्कार,International Indian Film Academy Awards
1,आई आई एफ ए सर्वश्रेष्ठ सहायक अभिनेत्री पुरस्कार,IIFA Award for Best Supporting Actress
2,इंटरनेट मूवी डेटाबेस,IMDb
3,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
4,फ़िल्मफ़ेयर सर्वश्रेष्ठ सहायक अभिनेत्री पुरस्कार,Filmfare Award for Best Supporting Actress
5,बीवी नं॰ 1,Biwi No.1
6,ब्रह्माण्ड सुन्दरी,Miss Universe
7,हिन्दी,Hindi
8,हैदराबाद,Hyderabad
9,अभिनेता,Actor
10,आन्ध्र प्रदेश,Andhra Pradesh
11,इंटरनेट मूवी डेटाबेस,IMDb
12,गायक,Singer
13,तेलुगू सिनेमा,Telugu cinema
14,पार्श्वगायक,Playback singer
15,फ़िल्म निर्माता,Film producer
16,भारतीय,Indian
17,राष्ट्रीय फ़िल्म पुरस्कार,National Film Awards
18,संगीत निर्देशक,Music director
19,आयुर्वेद,Ayurveda
20,कस्तूरी बिलाव,Viverra
21,तिरुचानूर,Tiruchanur
22,तिरुपति,Tirumala Tirupati
23,तिरुपति वेंकटेश्वर मन्दिर,"Venkateswara Temple, Tirumala"
24,दर्शन,Philosophy
25,देवता,Deva (Hinduism)
26,धर्म,Dharma
27,भक्ति,Bhakti
28,योग,Yoga
29,वेद,Vedas
30,श्री वेंकटेश्वर वैदिक विश्वविद्यालय,Sri Venkateswara University
31,हिन्दू धर्म,Hinduism
32,आयुर्वेद,Ayurveda
33,चीनी भाषा,Chinese language
34,तिब्बती भाषा,Standard Tibetan
35,नागार्जुन (रसायनशास्त्री),Nagarjuna (metallurgist)
36,न्यायशास्त्र,Jurisprudence
37,बौद्ध धर्म,Buddhism
38,शून्यता,Śūnyatā
