,hindi,english
0,उत्तर प्रदेश,Uttar Pradesh
1,भारत,India
2,तारिक़ फ़तह,Tarek Fatah
3,भारत,India
4,भारतीय,Indian
5,शाहबानो प्रकरण,Mohd. Ahmed Khan v. Shah Bano Begum
6,शीबा असलम फ़हमी,Sheeba Aslam Fehmi
7,सैयद अता हसनैन,Syed Ata Hasnain
8,भारत,India
9,आगरा,Agra
10,एकात्म मानववाद (भारत),Integral humanism (India)
11,कानपुर,Kanpur
12,पत्रकार,Journalist
13,पत्रिका,Magazine
14,पाञ्चजन्य,Pancha-janah
15,पिलानी,Pilani
16,भारत,India
17,भारतीय जनसंघ,Bharatiya Jana Sangh
18,मथुरा,Mathura
19,मृत्यु,Death
20,राजनीति,Politics
21,राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
22,रेल,Railroad
23,लेखक,Writer
24,श्यामा प्रसाद मुखर्जी,Syama Prasad Mukherjee
25,श्यामाप्रसाद मुखर्जी,Syama Prasad Mukherjee
26,साहित्य,Literature
27,हिन्दी,Hindi
28,हिन्दुत्व,Hindutva
